Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
ko00280,-0.3374236255874571,-2.0299139542600795,0.0,0.0,70,44,K01849;K01848;K01825;K01782;K00187;K09699;K00263;K15036;K01966;K01027;K01847;K05606;K00188;K00166;K00186;K00626;K07250;K00020;K00167;K11381;K01968;K00248;K01965;K00253;K07511;K01028;K01029;K00826;K01969;K01640;K00632;K00128;K00382;K01907;K07513;K01641;K01692;K00140;K18661;K19312;K11410;K00249;K11263;K00822,K01640;K00632;K00128;K00382;K01907;K07513;K01641;K01692;K00140;K18661;K19312;K11410;K00249;K11263;K00822
ko00572,-0.869269561076523,-2.431793972985734,0.0,0.0,12,9,K16647;K16870;K22902;K16648;K02851;K13687;K13686;K16649;K16650,K22902;K16648;K02851;K13687;K13686;K16649;K16650
ko04260,-0.7981888745148872,-2.1928851073341593,0.0,0.0,67,5,K02256;K05853;K01539;K00412;K00413,K02256;K05853;K01539;K00412;K00413
ko05146,-0.7676762694819927,-1.8741707366105982,0.0,0.0,87,5,K01476;K04345;K13963;K04072;K06237,K13963;K04072;K06237
ko00311,-0.8093161548189192,-1.6911321858585793,0.0,0.05777696258253851,16,5,K17836;K19200;K01060;K01434;K04127,K01434;K04127
ko04974,-0.7895143758763041,-1.7973308243937742,0.0,0.06162876008804109,66,5,K01278;K16628;K01539;K19721;K06237,K01539;K19721;K06237
ko05200,-0.5687993330468591,-1.7319890000593998,0.0,0.06603081438004402,417,10,K00799;K04079;K09487;K08736;K04345;K01679;K08735;K08734;K00355;K06237,K08735;K08734;K00355;K06237
ko01040,-0.7917324287963291,-1.7351049033647699,0.0,0.07703595011005136,32,5,K10806;K10804;K07513;K10251;K10805,K10804;K07513;K10251;K10805
ko04390,-0.9794764059469908,-1.6773211567732114,0.0,0.08559550012227929,115,1,K05692,K05692
ko05034,-0.7346048165509022,-1.6276018510769836,0.0,0.11205229106916562,86,2,K04345;K00274,K04345;K00274
ko04111,-0.8340616347880347,-1.6308282070213211,0.0,0.12325752017608219,126,3,K06675;K02540;K06667,K02540;K06667
ko05012,-0.453639871158212,-1.5815245618637248,0.0,0.15407190022010273,194,15,K08852;K03942;K00234;K09490;K03671;K02132;K02133;K04345;K02977;K02256;K02927;K00412;K00413;K00274;K08770,K02927;K00412;K00413;K00274;K08770
ko00860,-0.3590106666369339,-1.5529389880185944,0.0,0.19809244314013205,132,66,K02257;K03405;K21480;K00230;K10960;K03428;K04037;K00228;K02304;K01749;K03394;K02495;K21610;K02233;K06042;K02190;K02224;K00798;K13542;K03594;K00595;K05934;K00768;K00589;K02232;K02492;K05936;K02189;K02230;K01719;K02188;K05895;K02227;K02302;K03404;K02231;K00231;K04720;K01698;K19221;K02226;K02496;K01845;K13540;K13541;K02303;K01599;K04032;K22227;K01195;K01885;K03403;K22226;K01772;K22552;K09882;K04034;K16651;K02191;K02259;K22336;K21479;K00435;K03399;K02225;K13543,K02259;K22336;K21479;K00435;K03399;K02225;K13543
ko04972,-0.8554801163919272,-1.5618973424770286,0.25,0.20147863874936509,69,3,K05853;K01539;K01176,K05853;K01539;K01176
ko00627,-0.44844262043813754,-1.5202750198876342,0.0,0.20542920029347028,81,22,K21759;K01612;K14333;K01576;K03380;K01101;K09461;K19709;K01035;K22958;K03186;K07511;K01426;K01034;K01512;K01692;K01501;K04107;K20712;K08295;K22959;K22960,K01692;K01501;K04107;K20712;K08295;K22959;K22960
ko05412,-0.8553418458058099,-1.436001666566461,0.0,0.21333032338168068,68,2,K05853;K05692,K05853;K05692
ko01054,-0.6140863183468542,-1.4141468087277986,0.0,0.2157006603081438,54,21,K15661;K15668;K15663;K16123;K15656;K16124;K15654;K15662;K15664;K16119;K16131;K16120;K01779;K16132;K15667;K15666;K16095;K15665;K15655;K16093;K16097,K16124;K15654;K15662;K15664;K16119;K16131;K16120;K01779;K16132;K15667;K15666;K16095;K15665;K15655;K16093;K16097
ko00591,-0.9164104665901011,-1.4378239789823095,0.0,0.2218635363169479,25,2,K01058;K00508,K00508
ko04971,-0.7620719615104118,-1.4213268987084355,0.25,0.22254830031792616,50,3,K04345;K01539;K05692,K01539;K05692
ko04520,-0.9096224966205844,-1.4152182396151813,0.0,0.22313861411187288,63,2,K14394;K05692,K05692
ko04973,-0.8366575117735058,-1.4166367770432724,0.16666666666666666,0.2256052824651504,22,3,K00844;K01539;K01176,K01539;K01176
ko05210,-0.8145144598354445,-1.4414851000969318,0.2,0.23110785033015407,72,3,K08736;K08735;K08734,K08735;K08734
ko04810,-0.9794764059469908,-1.4572046802372174,0.0,0.23881144534115922,163,1,K05692,K05692
ko03320,-0.61743789214413,-1.4485545920754355,0.0,0.24115601773581294,63,9,K06276;K00029;K00864;K07513;K01641;K01897;K01596;K00249;K08770,K07513;K01641;K01897;K01596;K00249;K08770
ko05414,-0.7492064877032159,-1.4734360611960946,0.0,0.2432714214001622,87,3,K04345;K05853;K05692,K05853;K05692
ko00642,-0.8396897220426603,-1.3904201230933904,0.0,0.24394717534849594,16,1,K00632,K00632
ko00970,-0.4450786140848514,-1.3857673145690814,0.0,0.2456822192698935,66,35,K09759;K09698;K03330;K01886;K09482;K01893;K01872;K01042;K01867;K01878;K01869;K01876;K00604;K01868;K01892;K01866;K01870;K01879;K01887;K01881;K02434;K01883;K04567;K01875;K01889;K01873;K01885;K01874;K01890;K01880;K04566;K02433;K02435;K22503;K14164,K01867;K01878;K01869;K01876;K00604;K01868;K01892;K01866;K01870;K01879;K01887;K01881;K02434;K01883;K04567;K01875;K01889;K01873;K01885;K01874;K01890;K01880;K04566;K02433;K02435;K22503;K14164
ko05164,-0.8305225633270059,-1.397538452042951,0.3333333333333333,0.24651504035216434,128,2,K09523;K05692,K05692
ko04977,-0.8770200387847417,-1.4046242774566473,0.0,0.24744880944440742,23,1,K05665,K05665
ko05416,-0.9794764059469908,-1.3999307079339416,0.0,0.24923395623840142,39,1,K05692,K05692
ko05167,-0.7675396055609944,-1.4537104530576612,0.0,0.2494497432134996,169,3,K02977;K02927;K08770,K02977;K02927;K08770
ko04391,-0.9794764059469908,-1.4071623425619595,0.0,0.2503668378576669,53,1,K05692,K05692
ko04978,-0.7998706757194256,-1.4891315767175488,0.2222222222222222,0.2503668378576669,36,3,K07213;K01539;K17686,K07213;K01539;K17686
ko05410,-0.8553418458058099,-1.3807740846320973,0.14285714285714285,0.2513804687801676,79,2,K05853;K05692,K05853;K05692
ko04964,-0.7609536009538264,-1.4491700267967633,0.0,0.2521176549056226,14,4,K01425;K01539;K01596;K00261,K01539;K01596;K00261
ko00450,-0.44595892503478274,-1.4818282320518028,0.0,0.2537654827154633,33,22,K12529;K07310;K00958;K07309;K00957;K00956;K00548;K01008;K12527;K14155;K01042;K00955;K01874;K01761;K00384;K01758;K11717;K00549;K01739;K12528;K01760;K17050,K01758;K11717;K00549;K01739;K12528;K01760;K17050
ko04934,-0.7346048165509022,-1.4741042564673823,0.0,0.25678650036683787,122,2,K04345;K01679,K04345;K01679
ko04113,-0.7605734497237944,-1.4074848205857726,0.0,0.2584431874659788,103,4,K01768;K04345;K02540;K08139,K02540;K08139
ko05165,-0.6930232160066667,-1.3687530185886625,0.0,0.2668074369665193,231,5,K02145;K02147;K00873;K04345;K06237,K06237
ko05230,-0.4852954898309864,-1.369828257015739,0.25,0.27347762289068234,49,10,K01425;K00850;K00844;K00036;K00873;K00031;K00161;K00162;K00016;K01834,K00036;K00873;K00031;K00161;K00162;K00016;K01834
ko04613,-0.9794764059469908,-1.3711783336565186,0.0,0.2765393080873638,90,1,K05692,K05692
ko00624,-0.8600869617801928,-1.3503314397448825,0.0,0.28980190755685986,43,3,K00480;K00448;K18067,K00448;K18067
ko00040,-0.3148789152458214,-1.3356344569805312,0.0,0.33322527256905937,85,57,K19588;K21619;K22935;K00039;K14274;K18107;K01730;K08322;K21030;K00065;K08323;K13877;K01728;K08092;K00879;K03078;K01815;K01686;K09988;K01629;K01685;K01812;K00848;K17818;K00853;K00008;K00041;K00002;K00012;K21681;K01818;K01783;K01051;K03077;K01195;K00854;K00040;K22933;K01628;K05352;K01804;K16850;K01820;K01805;K17743;K22994;K00880;K03079;K00963;K22396;K00007;K22187;K05351;K22397;K16849;K22185;K22186,K22994;K00880;K03079;K00963;K22396;K00007;K22187;K05351;K22397;K16849;K22185;K22186
ko00770,-0.3476362142651723,-1.3112794075411573,0.0,0.3971631205673759,44,29,K02201;K11258;K00606;K06133;K09680;K01918;K13799;K01579;K04765;K00077;K13038;K01653;K08682;K01652;K00826;K01687;K00954;K17722;K00859;K03525;K00053;K01598;K00128;K17723;K00867;K01464;K21977;K00997;K01431,K00053;K01598;K00128;K17723;K00867;K01464;K21977;K00997;K01431
ko00965,-0.9316418875242373,-1.3129127761329993,0.0,0.4061895551257253,7,1,K15777,K15777
ko00998,-0.7543039977478572,-1.3058668819534556,0.25,0.4119748636320138,55,4,K02078;K01841;K09459;K19548,K19548
ko04926,-0.8748055275281658,-1.2845368252911618,0.125,0.42666064676336135,96,2,K04345;K06237,K06237
ko05222,-0.9873949579831899,-1.2877797917632674,0.0,0.4283198826118856,74,1,K06237,K06237
ko04022,-0.8553418458058099,-1.2867154773886855,0.0,0.42898450649518793,121,2,K05853;K01539,K05853;K01539
ko04670,-0.9794764059469908,-1.2989712816116588,0.0,0.43271257083092673,75,1,K05692,K05692
ko04024,-0.7347235693501868,-1.2882312458799037,0.2,0.4370611047060056,166,3,K04345;K05853;K01539,K04345;K05853;K01539
ko04120,-0.7675396055609944,-1.2929720948099233,0.5,0.4429567131327953,131,3,K02977;K02927;K08770,K02977;K02927;K08770
ko04110,-0.9080478345184196,-1.2696870410123149,0.0,0.4651227176455931,110,1,K02540,K02540
ko00140,-0.6664948288801702,-1.2629781865803291,0.5,0.4736284340099454,46,4,K12343;K05296;K00038;K10251,K00038;K10251
ko04714,-0.43635010863204077,-1.2447791260719916,0.0,0.48019075568598685,188,14,K02257;K02991;K03942;K00234;K02132;K02133;K04345;K02256;K01897;K00412;K00413;K18162;K02259;K05692,K01897;K00412;K00413;K18162;K02259;K05692
ko04015,-0.9794764059469908,-1.237479947498906,0.0,0.4820959458499988,162,1,K05692,K05692
ko04933,-0.9873949579831899,-1.2354416046586865,0.0,0.48422597212032287,76,1,K06237,K06237
ko05142,-0.9633160956690335,-1.2579930357708136,0.0,0.48462615887414123,85,1,K01354,K01354
ko00471,-0.7360285223755426,-1.2471195504427495,0.0,0.4857181939142221,10,9,K01425;K01925;K23265;K01776;K01924;K05597;K00261;K23170;K23169,K00261;K23170;K23169
ko00515,-0.9520090259551378,-1.2542261189218273,0.25,0.48972853998532645,21,2,K00728;K19872,K19872
ko00550,-0.319155644629021,-1.2378358120786674,0.0,0.48999915807704797,51,47,K18149;K12552;K12551;K11693;K21465;K05365;K05367;K03814;K21464;K05366;K05515;K07260;K19302;K03587;K00806;K00887;K01925;K01000;K08384;K07258;K00790;K07259;K06153;K01928;K01924;K01929;K02563;K00075;K01921;K12553;K08724;K15792;K04478;K05363;K21469;K05364;K12555;K00687;K12556;K05362;K11694;K07009;K03693;K18770;K12554;K18866;K11695,K08724;K15792;K04478;K05363;K21469;K05364;K12555;K00687;K12556;K05362;K11694;K07009;K03693;K18770;K12554;K18866;K11695
ko00900,-0.3925675931836199,-1.247323249194223,0.25,0.4940926455334328,59,31,K05356;K21273;K10960;K00021;K13789;K00805;K00626;K02523;K01823;K01770;K00795;K05906;K01662;K06013;K03526;K03527;K00806;K00099;K00054;K00991;K00919;K15888;K00938;K00869;K12503;K01641;K01597;K13787;K12506;K14215;K05355,K15888;K00938;K00869;K12503;K01641;K01597;K13787;K12506;K14215;K05355
ko05022,-0.41316342477602036,-1.2506615969936015,0.0,0.49465189018032985,368,17,K08852;K03942;K00432;K00234;K04565;K09490;K03781;K02132;K02133;K02977;K02256;K05853;K02927;K13525;K00412;K00413;K08770,K05853;K02927;K13525;K00412;K00413;K08770
ko04145,-0.7730341278435585,-1.2270991475629647,0.0,0.5079557960381511,95,3,K02145;K02147;K05692,K05692
ko00062,-0.8706001437020051,-1.2200464297270068,0.0,0.5309554715277386,24,2,K07511;K10251,K10251
ko04137,-0.7675396055609944,-1.180849509697564,0.4,0.5746465467668695,61,3,K02977;K02927;K08770,K02977;K02927;K08770
ko05152,-0.7442203367854154,-1.1794637358062876,0.14285714285714285,0.5772560528246515,131,4,K04077;K04043;K02040;K14949,K14949
ko00525,-0.5424331675378912,-1.1812103796103497,0.2857142857142857,0.5825184172705253,27,5,K23144;K00973;K20428;K01710;K19978,K19978
ko00561,-0.3448934104932511,-1.2021651871126782,0.0,0.5836056826519043,90,34,K06116;K00631;K00863;K06118;K03429;K00901;K01046;K19003;K00864;K00655;K05879;K00002;K08591;K05881;K00865;K06121;K05878;K03621;K07406;K15918;K06120;K11529;K07407;K00005;K18097;K00128;K07029;K19005;K22251;K19002;K13979;K00086;K06117;K13677,K18097;K00128;K07029;K19005;K22251;K19002;K13979;K00086;K06117;K13677
ko05030,-0.7346048165509022,-1.182085775546621,0.3333333333333333,0.5841892883345562,39,2,K04345;K00274,K04345;K00274
ko00404,-0.9172592113768553,-1.1830985915492958,0.2857142857142857,0.5859072261891229,40,1,K18281,K18281
ko00362,-0.3866515176319227,-1.1847808535934425,0.5,0.5898752751283932,106,34,K10218;K01825;K02554;K14333;K01782;K16514;K04073;K23352;K23351;K07535;K10217;K01031;K01615;K00626;K20509;K01666;K07104;K01821;K00074;K00481;K01607;K00252;K00632;K01856;K01692;K16515;K07516;K04107;K00448;K04116;K05783;K05784;K01055;K01857,K01856;K01692;K16515;K07516;K04107;K00448;K04116;K05783;K05784;K01055;K01857
ko04512,-0.9873949579831899,-1.1856250242558308,0.0,0.5917254138888003,65,1,K06237,K06237
ko04611,-0.8435737111060705,-1.187416022929875,0.3333333333333333,0.5958957317336325,90,2,K04345;K05692,K05692
ko01056,-0.7929529658963127,-1.1905205257941978,0.2,0.5978909560780106,9,2,K05551;K12420,K05551;K12420
ko00270,-0.3205084307488781,-1.156332334606837,0.0,0.610509904622157,119,62,K12525;K01920;K16843;K00772;K01611;K17398;K00813;K17462;K17950;K17069;K09758;K12524;K00812;K00024;K01011;K01505;K08968;K00797;K01738;K00640;K08963;K00832;K05396;K00548;K01251;K01740;K14155;K00558;K00641;K00058;K12339;K00826;K00789;K00003;K00928;K00133;K12960;K01761;K10764;K00831;K00026;K17216;K07173;K01243;K16845;K11358;K00651;K01752;K00547;K00016;K01758;K00899;K08965;K00549;K01739;K16846;K17217;K01919;K08969;K01697;K01760;K23304,K12960;K01761;K10764;K00831;K00026;K17216;K07173;K01243;K16845;K11358;K00651;K01752;K00547;K00016;K01758;K00899;K08965;K00549;K01739;K16846;K17217;K01919;K08969;K01697;K01760;K23304
ko04261,-0.7347235693501868,-1.1576469131396807,0.25,0.6143373236624349,95,3,K04345;K05853;K01539,K04345;K05853;K01539
ko04726,-0.7346048165509022,-1.1623941511889107,0.3333333333333333,0.6203421245704136,85,2,K04345;K00274,K04345;K00274
ko00633,-0.32721478528037407,-1.157869415993862,0.0,0.6222134431965687,22,13,K10680;K06281;K11181;K11180;K06282;K10679;K00196;K00198;K00172;K00169;K00170;K00171;K10678,K00198;K00172;K00169;K00170;K00171;K10678
ko00562,-0.4008030847312644,-1.1499727519915808,0.16666666666666666,0.623896089780169,76,17,K03339;K01093;K22232;K03337;K03335;K16044;K22230;K01803;K00010;K03338;K03336;K06606;K01771;K01114;K01858;K00140;K01092,K22230;K01803;K00010;K03338;K03336;K06606;K01771;K01114;K01858;K00140;K01092
ko05110,-0.6986732886249749,-1.1486516554211261,0.5,0.6256822289426123,49,5,K02145;K02147;K04345;K10954;K05692,K10954;K05692
ko04745,-0.9794764059469908,-1.158337314859054,0.0,0.6282932034949643,18,1,K05692,K05692
ko04920,-0.870696621949339,-1.1454383144059506,0.4,0.6291269258987527,53,2,K01897;K01596,K01897;K01596
ko00622,-0.4549827068493192,-1.145982537491925,0.25,0.6329941924705424,34,9,K02554;K04073;K10217;K00055;K01666;K07104;K01821;K05783;K05784,K05783;K05784
ko05215,0.8968410912039603,1.5660934207049784,0.0,0.6376494037501962,81,3,K06276;K04079;K09487,K06276
ko04210,0.6562143758464565,1.4088253699819475,0.0,0.6395715606209322,110,5,K10798;K06276;K08852;K01173;K05692,K10798;K06276
ko05133,0.8040029652071492,1.5984286878089515,0.0,0.6395796895967656,79,12,K07345;K07389;K12688;K07347;K07690;K07679;K12973;K12340;K11003;K07326;K11004;K15125,K07345;K07389;K12688;K07347;K07690;K07679;K12973
ko00350,0.6913252324018767,1.636132753829988,0.0,0.6432118397009386,81,28,K00483;K00455;K00484;K01826;K05921;K02509;K00151;K00276;K13574;K01668;K00121;K00450;K00813;K00812;K13954;K00055;K00832;K00001;K00457;K00817;K00135;K11358;K16165;K02510;K04072;K00274;K13953;K00129,K00483;K00455;K00484;K01826;K05921;K02509;K00151;K00276
ko05130,0.6408056493431629,1.4755707573929198,0.0,0.6458400171104695,152,5,K22487;K03221;K06185;K00134;K05692,K22487;K03221
ko04621,0.7285732064864985,1.4097982941204685,0.16666666666666666,0.6459672762271415,143,5,K17065;K03462;K04079;K03671;K02406,K17065;K03462
ko04626,0.5970387542275923,1.4969520241084788,0.16666666666666666,0.6470121405535011,86,8,K13408;K13409;K12340;K04079;K00864;K09487;K02406;K02358,K13408
ko03070,0.5778797369863687,1.6650535049322894,0.0,0.6486019594778016,74,61,K03200;K03225;K03204;K03195;K03201;K03199;K03194;K03221;K03203;K11903;K03196;K03230;K11906;K13301;K02456;K03425;K11891;K11892;K02452;K04058;K02462;K11907;K03223;K11904;K03227;K02461;K12340;K03228;K02457;K12257;K02460;K02459;K03072;K03071;K03118;K03075;K11003;K03116;K03222;K03217;K03205;K03070;K03076;K03073;K02455;K03229;K03110;K03117;K03219;K11912;K03106;K03226;K03210;K11004;K02453;K03074;K03224;K02458;K02454;K11915;K02464,K03200;K03225;K03204;K03195;K03201;K03199;K03194;K03221;K03203;K11903;K03196;K03230;K11906;K13301
ko00621,0.6333051135872821,1.4196814372781124,0.16666666666666666,0.6486358613403849,31,5,K02554;K04073;K01666;K00480;K01821,K02554;K04073
ko00542,0.8456691867806618,1.33543262098277,0.25,0.6508055013357559,35,2,K12993;K02851,K12993
ko05231,0.6344972518589959,1.4468394326863188,0.0,0.6509894195118886,61,3,K06276;K00901;K00968,K06276;K00901;K00968
ko04212,0.8030810877400277,1.4277839221662867,0.0,0.6521380448233192,57,7,K10798;K00799;K03781;K04564;K04077;K04043;K01358,K10798;K00799
ko03440,0.47636128609854955,1.3603760289290148,0.14285714285714285,0.6526924310851163,72,32,K10875;K02345;K02317;K03583;K10877;K02686;K04067;K02344;K07466;K02339;K03582;K07462;K03550;K04066;K03584;K03763;K03581;K03655;K02337;K03629;K03551;K03111;K02340;K06187;K03553;K02342;K02338;K02341;K02335;K02343;K01159;K10901,K10875;K02345;K02317;K03583;K10877;K02686;K04067;K02344;K07466;K02339
ko03410,0.4745104519235435,1.366438378437154,0.14285714285714285,0.6545813593478917,43,22,K10798;K05522;K10771;K10563;K04799;K01151;K03660;K07462;K10747;K01247;K01246;K10800;K21929;K01972;K01142;K02335;K10773;K13529;K03575;K03648;K03652;K03649,K10798
ko05223,0.9382676147382032,1.339949226863603,0.0,0.6555045066313158,60,1,K06276,K06276
ko00360,0.5915210625207624,1.6913835721033434,0.0,0.6558086479164439,77,43,K05708;K05709;K05711;K05713;K05710;K05712;K00276;K05714;K02613;K03782;K00529;K02609;K15866;K02618;K02554;K02611;K13574;K02615;K04073;K00146;K02612;K00813;K00812;K03825;K00055;K02614;K01666;K00832;K01912;K00285;K02610;K10797;K00074;K00457;K01426;K00817;K01451;K11358;K00824;K01692;K00274;K00129;K18361,K05708;K05709;K05711;K05713;K05710;K05712;K00276;K05714;K02613;K03782;K00529;K02609;K15866;K02618;K02554
ko00941,0.9261473820297351,1.3467594115711783,0.0,0.6573842369800021,27,1,K00588,K00588
ko00906,0.568618920556845,1.3675088232721624,0.0,0.6580044914982356,56,6,K09846;K09835;K10027;K02291;K10212;K17819,K09846;K09835;K10027
ko00565,-0.6529847805582283,-1.1357922702755558,0.0,0.6597902550602045,31,3,K01058;K01114;K00803,K01114;K00803
ko05145,0.8495501349635555,1.3252057750189217,0.0,0.6603334165092266,95,2,K06276;K03283,K06276
ko05131,0.7707918709295782,1.7733459438072408,0.0,0.6623193577806376,205,11,K13287;K13285;K22487;K07345;K03221;K00844;K02406;K02977;K02927;K05692;K08770,K13287;K13285;K22487;K07345;K03221
ko04530,-0.8435737111060705,-1.1239737271529935,0.5,0.664759659376623,106,2,K04345;K05692,K05692
ko00195,0.735287034786699,2.003393732139998,0.0,0.6681103625280719,63,13,K02704;K02690;K02705;K02703;K02689;K02109;K02108;K02112;K02114;K02111;K02115;K02110;K02113,K02704;K02690;K02705;K02703;K02689
ko04923,-0.7344861021331585,-1.1265336472921055,0.0,0.6688121123190823,46,1,K04345,K04345
ko05100,0.8018483250468362,1.3140800540822044,0.14285714285714285,0.669686507551074,76,8,K13287;K13285;K13735;K13925;K13730;K13734;K13732;K05692,K13287;K13285;K13735
ko00410,-0.35382717356045384,-1.1309467642808806,0.25,0.6718251463085874,44,23,K00276;K01825;K00137;K01782;K00823;K14729;K01918;K07250;K13799;K01579;K00248;K07511;K17722;K01580;K00128;K17723;K01464;K01692;K00140;K15372;K00129;K00822;K01431,K01580;K00128;K17723;K01464;K01692;K00140;K15372;K00129;K00822;K01431
ko05031,-0.7346048165509022,-1.1181309361529754,0.3333333333333333,0.6727806309611153,46,2,K04345;K00274,K04345;K00274
ko05415,-0.42542384682694107,-1.1269738058211645,0.0,0.6747286664811395,160,14,K03942;K00234;K00820;K02132;K00036;K00383;K02133;K00134;K00161;K02256;K00162;K05853;K00412;K00413,K00820;K02132;K00036;K00383;K02133;K00134;K00161;K02256;K00162;K05853;K00412;K00413
ko05132,0.8733530917034138,2.0862895815144205,0.0,0.6757897919824175,217,11,K19984;K13285;K22487;K18015;K03221;K04079;K03671;K09487;K02406;K00134;K05692,K19984;K13285;K22487;K18015;K03221
ko00540,0.48668417402843,1.2981000953561397,0.1111111111111111,0.6810082459745598,62,47,K02840;K19803;K12985;K12983;K12974;K12973;K15669;K02535;K03272;K02844;K07264;K03273;K03276;K12975;K03274;K19353;K02850;K19354;K03271;K09949;K02848;K00713;K02849;K02847;K02517;K00748;K01627;K07031;K00677;K02843;K02536;K12979;K02560;K03270;K16363;K06041;K03269;K02527;K00912;K00979;K02841;K03760;K09778;K21344;K11211;K21345;K03275,K02840;K19803;K12985;K12983;K12974;K12973;K15669;K02535;K03272;K02844;K07264;K03273;K03276;K12975;K03274;K19353;K02850;K19354;K03271;K09949
ko00405,-0.43508488278093127,-1.111524163568804,0.25,0.6823184152604549,16,4,K01658;K20257;K01657;K06998,K01658;K20257;K01657;K06998
ko02026,0.6484429357915312,2.1387679287009216,0.0,0.6836478128194224,61,50,K11531;K02425;K07781;K02402;K04336;K11935;K04334;K14051;K02403;K04333;K07676;K21086;K18968;K07782;K07689;K04335;K21084;K21088;K07648;K21085;K07678;K07687;K03567;K21087;K03087;K07677;K03566;K05851;K21090;K21089;K07773;K11931;K07638;K11936;K11937;K07659;K04761;K01991;K00694;K00703;K03563;K00688;K00975;K12687;K02398;K06204;K07173;K02777;K02405;K10914,K11531;K02425;K07781;K02402;K04336;K11935;K04334;K14051;K02403;K04333;K07676;K21086;K18968;K07782;K07689;K04335;K21084;K21088;K07648;K21085;K07678;K07687;K03567;K21087;K03087;K07677;K03566;K05851;K21090;K21089;K07773;K11931
ko02030,0.5256359113074754,1.2995013387152825,0.0,0.6844226674833027,26,26,K05877;K05876;K05875;K10108;K03776;K05874;K03414;K02557;K10540;K13924;K00575;K03412;K03408;K02556;K10439;K03409;K03411;K03407;K03406;K03413;K03415;K02410;K02416;K12368;K02417;K03410,K05877;K05876;K05875;K10108;K03776;K05874
ko01051,-0.8103935561407878,-1.1081266158532626,0.3333333333333333,0.6882994672876328,32,2,K00615;K16016,K16016
ko00010,-0.15500220266984074,inf,,0.6916907282643567,106,79,K13810;K15916;K02753;K12957;K00138;K01007;K04022;K00121;K00163;K16370;K01568;K01905;K02446;K03841;K16305;K11645;K15778;K16306;K20866;K15634;K00895;K13954;K04041;K00174;K01623;K11532;K00175;K00850;K20118;K22224;K15633;K01610;K21071;K00844;K01895;K00845;K03737;K01006;K15635;K01222;K00001;K01785;K00002;K00927;K01223;K00873;K02779;K01689;K01835;K01803;K01810;K01085;K00627;K01624;K06859;K02791;K00172;K00134;K02777;K00161;K00169;K00170;K00171;K00162;K00016;K00150;K00128;K15779;K00382;K00131;K04072;K01792;K01596;K01834;K13979;K00918;K13953;K00886;K00129,K00627;K01624;K06859;K02791;K00172;K00134;K02777;K00161;K00169;K00170;K00171;K00162;K00016;K00150;K00128;K15779;K00382;K00131;K04072;K01792;K01596;K01834;K13979;K00918;K13953;K00886;K00129
ko00052,-0.22399865233494684,inf,,0.6916907282643567,78,50,K02079;K00094;K12112;K16370;K02080;K01631;K00883;K21620;K10985;K12111;K15778;K01684;K00850;K01190;K21071;K00844;K00845;K21621;K01785;K10986;K10984;K01187;K02775;K07406;K02746;K02747;K01193;K01835;K02773;K08302;K02774;K02745;K16371;K00849;K07407;K00917;K12308;K01182;K00965;K02744;K01854;K17716;K01819;K02786;K15779;K01784;K02788;K01220;K00963;K01635,K02746;K02747;K01193;K01835;K02773;K08302;K02774;K02745;K16371;K00849;K07407;K00917;K12308;K01182;K00965;K02744;K01854;K17716;K01819;K02786;K15779;K01784;K02788;K01220;K00963;K01635
ko00061,-0.38321243615784617,inf,,0.6916907282643567,39,22,K01716;K11262;K00647;K00208;K16363;K02372;K09458;K01962;K02371;K01963;K01961;K00648;K00645;K00059;K02160;K00209;K10780;K01071;K01897;K18474;K11533;K11263,K10780;K01071;K01897;K18474;K11533;K11263
ko00230,-0.27154240853727146,inf,,0.6916907282643567,213,114,K15518;K11177;K11178;K08723;K09913;K01529;K06966;K13483;K00892;K13480;K20881;K01525;K08312;K05851;K07127;K02083;K15519;K01488;K00958;K11176;K01483;K00860;K01241;K15778;K01139;K00856;K00957;K14048;K00769;K00926;K11175;K00940;K00956;K03787;K03783;K00839;K00087;K01839;K01487;K01081;K00527;K04765;K03815;K22026;K01486;K13479;K01768;K01951;K11751;K23270;K01129;K01427;K00951;K01428;K01939;K01923;K01119;K21636;K00602;K00955;K00939;K01429;K00764;K01515;K01945;K23265;K00942;K00759;K01430;K00873;K07816;K01933;K01952;K02428;K01756;K00760;K01588;K06928;K09769;K01835;K00525;K03784;K14977;K00073;K00948;K00088;K08289;K21138;K03816;K00526;K03651;K05873;K23269;K15779;K01524;K11808;K19710;K10353;K08693;K10213;K00364;K11788;K16841;K01239;K15780;K23264;K01589;K13481;K18151;K01466;K01519;K21053;K13482;K22199,K11808;K19710;K10353;K08693;K10213;K00364;K11788;K16841;K01239;K15780;K23264;K01589;K13481;K18151;K01466;K01519;K21053;K13482;K22199
ko00300,-0.37356165578646455,inf,,0.6916907282643567,48,33,K16180;K12525;K05825;K12524;K00290;K10977;K10206;K10978;K03340;K01714;K00821;K01778;K16792;K00215;K01586;K00143;K01928;K01929;K00003;K00928;K00133;K05831;K16793;K15792;K01439;K05823;K05822;K00841;K00674;K17450;K05830;K01705;K14267,K15792;K01439;K05823;K05822;K00841;K00674;K17450;K05830;K01705;K14267
